timestamp,provider,from_region,to_region,latency_ms
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-1,ap-south-2,48.91
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-1,ap-southeast-1,5.44
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-1,ap-southeast-2,94.95
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-1,ap-southeast-3,18.05
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-1,ap-southeast-4,106.15
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-1,ap-southeast-5,10.79
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-1,ap-southeast-6,123.55
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-1,ap-southeast-7,34.90
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-1,ca-central-1,230.01
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-1,ca-west-1,175.61
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-1,eu-central-1,165.49
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-1,eu-central-2,158.41
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-1,eu-north-1,187.15
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-1,eu-south-1,154.88
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-1,eu-south-2,176.72
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-1,eu-west-1,195.03
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-1,eu-west-2,172.17
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-1,eu-west-3,167.87
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-1,il-central-1,206.08
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-1,me-central-1,94.69
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-1,me-south-1,99.08
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-1,mx-central-1,234.00
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-1,sa-east-1,330.90
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-1,us-east-1,216.06
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-1,us-east-2,207.67
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-1,us-west-1,180.88
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-1,us-west-2,167.76
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-2,af-south-1,411.29
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-2,ap-east-1,129.37
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-2,ap-east-2,152.62
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-2,ap-northeast-1,108.53
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-2,ap-northeast-2,153.70
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-2,ap-northeast-3,126.27
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-2,ap-south-1,156.94
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-2,ap-south-2,142.21
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-2,ap-southeast-1,97.24
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-2,ap-southeast-2,2.09
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-2,ap-southeast-3,111.83
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-2,ap-southeast-4,13.51
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-2,ap-southeast-5,101.79
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-2,ap-southeast-6,31.43
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-2,ap-southeast-7,122.76
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-2,ca-central-1,200.53
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-2,ca-west-1,161.62
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-2,eu-central-1,260.80
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-2,eu-central-2,255.32
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-2,eu-north-1,274.40
2025-12-03 20:43:49,cloudping.co AWS,ap-southeast-2,eu-south-1,245.87
